id,Zone,Items,Status,Payment,Total_Price
9776,Bashundhara,2 items,DELIVERED,CASH,204Tk
9777,Mohammadpur,1 items,DELIVERED,CASH,273Tk
9778,Bashundhara,1 items,DELIVERED,CASH,105Tk
9779,Dhanmondi,1 items,DELIVERED,CASH,160Tk
9780,Mohammadpur,1 items,DELIVERED,CASH,560Tk
9781,Uttara,1 items,DELIVERED,CASH,270Tk
9782,Dhanmondi,2 items,DELIVERED,CASH,1330Tk
9783,Bashundhara,2 items,DELIVERED,CASH,210Tk
9784,Dhanmondi,1 items,DELIVERED,CASH,422Tk
9785,Dhanmondi,1 items,DELIVERED,CASH,560Tk
9786,Dhanmondi,1 items,DELIVERED,CASH,1095Tk
9787,Baily Road / Khilgaon,2 items,DELIVERED,CASH,356Tk
9788,Baily Road / Khilgaon,2 items,DELIVERED,CASH,182Tk
9789,Mirpur,1 items,DELIVERED,CASH,392Tk
9790,Baily Road / Khilgaon,1 items,DELIVERED,CASH,2488Tk
9791,Mirpur,1 items,DELIVERED,CASH,90Tk
9792,Mohammadpur,1 items,DELIVERED,CASH,455Tk
9793,Dhanmondi,2 items,DELIVERED,CASH,599Tk
9794,Dhanmondi,5 items,DELIVERED,CASH,780Tk
9795,Mirpur,1 items,DELIVERED,CASH,69Tk
9796,Dhanmondi,2 items,DELIVERED,CASH,495Tk
9797,Dhanmondi,1 items,DELIVERED,CASH,690Tk
9798,Mohammadpur,1 items,DELIVERED,CASH,339Tk
9799,Gulshan/Banani,1 items,DELIVERED,CASH,897Tk
9800,Bashundhara,1 items,DELIVERED,CASH,147Tk
9801,Mirpur,3 items,DELIVERED,CASH,180Tk
9802,Gulshan/Banani,1 items,DELIVERED,CASH,1840Tk
9803,Gulshan/Banani,1 items,DELIVERED,CASH,175Tk
9804,Mohammadpur,1 items,DELIVERED,CASH,504Tk
9805,Mohammadpur,2 items,DELIVERED,CASH,260Tk
9806,Mohammadpur,1 items,DELIVERED,CASH,210Tk
9807,Mirpur,1 items,DELIVERED,CASH,157Tk
9808,Gulshan/Banani,2 items,DELIVERED,CASH,149Tk
9809,Gulshan/Banani,1 items,DELIVERED,CASH,259Tk
9810,Gulshan/Banani,3 items,DELIVERED,CASH,367Tk
9811,Mirpur,1 items,DELIVERED,CASH,174Tk
9812,Dhanmondi,1 items,DELIVERED,CASH,122Tk
9813,Mirpur,5 items,DELIVERED,CASH,348Tk
9814,Mirpur,1 items,DELIVERED,CASH,97Tk
9815,Mirpur,1 items,DELIVERED,CARD,152Tk
9816,Mirpur,2 items,DELIVERED,CASH,359Tk
9817,Gulshan/Banani,1 items,DELIVERED,CASH,244Tk
9818,Baily Road / Khilgaon,2 items,DELIVERED,CASH,742Tk
9819,Mohammadpur,1 items,DELIVERED,CASH,280Tk
9820,Chattogram,2 items,DELIVERED,CASH,400Tk
9821,Dhanmondi,1 items,DELIVERED,CASH,157Tk
9822,Baily Road / Khilgaon,2 items,DELIVERED,CASH,696Tk
9823,Mirpur,5 items,DELIVERED,CASH,370Tk
9824,Wari,1 items,DELIVERED,CASH,364Tk
9825,Gulshan/Banani,1 items,DELIVERED,CASH,126Tk
9826,Gulshan/Banani,1 items,DELIVERED,CASH,679Tk
9827,Mirpur,2 items,DELIVERED,CASH,328Tk
9828,Wari,1 items,DELIVERED,CASH,160Tk
9829,Gulshan/Banani,1 items,DELIVERED,CASH,130Tk
9830,Dhanmondi,1 items,DELIVERED,CASH,244Tk
9831,Baily Road / Khilgaon,1 items,DELIVERED,CASH,139Tk
9832,Dhanmondi,1 items,DELIVERED,CASH,128Tk
9833,Gulshan/Banani,1 items,DELIVERED,CARD,740Tk
9834,Dhanmondi,1 items,DELIVERED,CASH,899Tk
9835,Baily Road / Khilgaon,1 items,DELIVERED,CASH,78Tk
9836,Wari,6 items,DELIVERED,CASH,1280Tk
9837,Bashundhara,1 items,DELIVERED,CARD,2067Tk
9838,Mirpur,2 items,DELIVERED,CASH,884Tk
9839,Mirpur,2 items,DELIVERED,CASH,892Tk
9840,Uttara,2 items,DELIVERED,CASH,554Tk
9841,Uttara,1 items,DELIVERED,CASH,517Tk
9842,Mirpur,3 items,DELIVERED,CASH,238Tk
9843,Mohammadpur,1 items,DELIVERED,CASH,280Tk
9844,Mirpur,1 items,DELIVERED,CASH,104Tk
9845,Mirpur,1 items,DELIVERED,CASH,147Tk
9846,Mohammadpur,1 items,DELIVERED,CASH,1170Tk
9847,Mirpur,6 items,DELIVERED,CASH,335Tk
9848,Wari,1 items,DELIVERED,CASH,588Tk
9849,Bashundhara,1 items,DELIVERED,CASH,127Tk
9850,Gulshan/Banani,1 items,DELIVERED,CASH,360Tk
9851,Mirpur,1 items,DELIVERED,CASH,192Tk
9852,Baily Road / Khilgaon,1 items,DELIVERED,CASH,199Tk
9853,Dhanmondi,2 items,DELIVERED,CASH,1256Tk
9854,Bashundhara,1 items,DELIVERED,CASH,38Tk
9855,Mohammadpur,1 items,DELIVERED,CASH,196Tk
9856,Wari,1 items,DELIVERED,CASH,120Tk
9857,Dhanmondi,1 items,DELIVERED,CASH,38Tk
9858,Mirpur,1 items,DELIVERED,CASH,84Tk
9859,Mohammadpur,1 items,DELIVERED,CASH,119Tk
9860,Mohammadpur,1 items,DELIVERED,CASH,250Tk
9861,Mirpur,1 items,DELIVERED,CASH,180Tk
9862,Bashundhara,1 items,DELIVERED,CASH,208Tk
9863,Dhanmondi,2 items,DELIVERED,CASH,533Tk
9864,Dhanmondi,1 items,DELIVERED,CASH,252Tk
9865,Baily Road / Khilgaon,1 items,DELIVERED,CASH,240Tk
9866,Dhanmondi,1 items,DELIVERED,CASH,350Tk
9867,Mohammadpur,1 items,DELIVERED,CASH,133Tk
9868,Dhanmondi,3 items,DELIVERED,CASH,740Tk
9869,Dhanmondi,4 items,DELIVERED,CASH,338Tk
9870,Bashundhara,2 items,DELIVERED,CASH,94Tk
9871,Dhanmondi,2 items,DELIVERED,CASH,829Tk
9872,Dhanmondi,1 items,DELIVERED,CASH,483Tk
9873,Gulshan/Banani,4 items,DELIVERED,CASH,1000Tk
9874,Mirpur,5 items,DELIVERED,CASH,511Tk
9875,Bashundhara,1 items,DELIVERED,CASH,70Tk
9876,Bashundhara,6 items,DELIVERED,CASH,796Tk
9877,Bashundhara,2 items,DELIVERED,CASH,286Tk
9878,Dhanmondi,1 items,DELIVERED,CASH,252Tk
9879,Bashundhara,4 items,DELIVERED,CASH,419Tk
9880,Uttara,2 items,DELIVERED,CASH,510Tk
9881,Bashundhara,3 items,DELIVERED,CASH,959Tk
9882,Mirpur,1 items,DELIVERED,CASH,225Tk
9883,Dhanmondi,1 items,DELIVERED,CASH,540Tk
9884,Dhanmondi,1 items,DELIVERED,CASH,1210Tk
9885,Gulshan/Banani,1 items,DELIVERED,CASH,195Tk
9886,Mohammadpur,2 items,DELIVERED,CASH,69Tk
9887,Gulshan/Banani,1 items,DELIVERED,CASH,231Tk
9888,Mirpur,3 items,DELIVERED,CASH,336Tk
9889,Gulshan/Banani,2 items,DELIVERED,CASH,640Tk
9890,Baily Road / Khilgaon,2 items,DELIVERED,CASH,424Tk
9891,Chattogram,1 items,DELIVERED,CASH,253Tk
9892,Dhanmondi,4 items,DELIVERED,CASH,604Tk
9893,Mohammadpur,1 items,DELIVERED,CASH,476Tk
9894,Mohammadpur,2 items,DELIVERED,CASH,178Tk
9895,Dhanmondi,1 items,DELIVERED,CASH,340Tk
9896,Dhanmondi,1 items,DELIVERED,CASH,126Tk
9897,Bashundhara,1 items,DELIVERED,CASH,527Tk
9898,Baily Road / Khilgaon,1 items,DELIVERED,CASH,390Tk
9899,Dhanmondi,2 items,DELIVERED,CASH,322Tk
9900,Dhanmondi,1 items,DELIVERED,CASH,442Tk
9901,Bashundhara,2 items,DELIVERED,CASH,238Tk
9902,Baily Road / Khilgaon,1 items,DELIVERED,CASH,52Tk
9903,Baily Road / Khilgaon,1 items,DELIVERED,CASH,252Tk
9904,Baily Road / Khilgaon,1 items,DELIVERED,CASH,308Tk
9905,Dhanmondi,2 items,DELIVERED,CASH,742Tk
9906,Dhanmondi,2 items,DELIVERED,CASH,256Tk
9907,Dhanmondi,2 items,DELIVERED,CASH,790Tk
9908,Mohammadpur,1 items,DELIVERED,CASH,97Tk
9909,Mirpur,1 items,DELIVERED,CASH,525Tk
9910,Mirpur,1 items,DELIVERED,CASH,525Tk
9911,Mirpur,4 items,DELIVERED,CASH,805Tk
9912,Mohammadpur,1 items,DELIVERED,CASH,140Tk
9913,Mirpur,1 items,DELIVERED,CASH,104Tk
9914,Bashundhara,3 items,DELIVERED,CASH,262Tk
9915,Dhanmondi,1 items,DELIVERED,CASH,196Tk
9916,Gulshan/Banani,1 items,DELIVERED,CASH,399Tk
9917,Mirpur,1 items,DELIVERED,CASH,126Tk
9918,Gulshan/Banani,1 items,DELIVERED,CASH,98Tk
9919,Dhanmondi,3 items,DELIVERED,CASH,520Tk
9920,Mohammadpur,2 items,DELIVERED,CASH,480Tk
9921,Mirpur,1 items,DELIVERED,CASH,147Tk
9922,Uttara,2 items,DELIVERED,CASH,238Tk
9923,Uttara,1 items,DELIVERED,CASH,389Tk
9924,Gulshan/Banani,2 items,DELIVERED,CASH,1630Tk
9925,Mirpur,2 items,DELIVERED,CASH,364Tk
9926,Gulshan/Banani,2 items,DELIVERED,CASH,650Tk
9927,Dhanmondi,1 items,DELIVERED,CASH,500Tk
9928,Dhanmondi,1 items,DELIVERED,CASH,560Tk
9929,Chattogram,1 items,DELIVERED,CASH,130Tk
9930,Dhanmondi,3 items,DELIVERED,CASH,821Tk
9931,Dhanmondi,3 items,DELIVERED,CASH,598Tk
9932,Mirpur,1 items,DELIVERED,CASH,227Tk
9933,Uttara,1 items,DELIVERED,CASH,526Tk
9934,Dhanmondi,1 items,DELIVERED,CASH,630Tk
9935,Baily Road / Khilgaon,2 items,DELIVERED,CASH,182Tk
9936,Dhanmondi,2 items,DELIVERED,CASH,259Tk
9937,Mirpur,1 items,DELIVERED,CASH,105Tk
9938,Mohammadpur,1 items,DELIVERED,CASH,970Tk
9939,Dhanmondi,2 items,DELIVERED,CASH,1660Tk
9940,Dhanmondi,1 items,DELIVERED,CASH,787Tk
9941,Dhanmondi,2 items,DELIVERED,CASH,336Tk
9942,Mirpur,1 items,DELIVERED,CASH,105Tk
9943,Bashundhara,2 items,DELIVERED,CASH,1538Tk
9944,Baily Road / Khilgaon,1 items,DELIVERED,CASH,306Tk
9945,Dhanmondi,1 items,DELIVERED,CASH,238Tk
9946,Mohammadpur,3 items,DELIVERED,CASH,444Tk
9947,Dhanmondi,3 items,DELIVERED,CASH,990Tk
9948,Mohammadpur,1 items,DELIVERED,CASH,265Tk
9949,Mohammadpur,3 items,DELIVERED,CASH,175Tk
9950,Mohammadpur,1 items,DELIVERED,CASH,1065Tk
9951,Mohammadpur,1 items,DELIVERED,CASH,1550Tk
9952,Dhanmondi,2 items,DELIVERED,CASH,338Tk
9953,Uttara,1 items,DELIVERED,CASH,196Tk
9954,Wari,1 items,DELIVERED,CASH,680Tk
9955,Wari,1 items,DELIVERED,CASH,98Tk
9956,Baily Road / Khilgaon,1 items,DELIVERED,CASH,790Tk
9957,Wari,2 items,DELIVERED,CARD,564Tk
9958,Mohammadpur,1 items,DELIVERED,CASH,126Tk
9959,Dhanmondi,1 items,DELIVERED,CASH,88Tk
9960,Dhanmondi,2 items,DELIVERED,CASH,361Tk
9961,Mohammadpur,1 items,DELIVERED,CASH,136Tk
9962,Dhanmondi,1 items,DELIVERED,CASH,787Tk
9963,Gulshan/Banani,2 items,DELIVERED,CASH,915Tk
9964,Mirpur,1 items,DELIVERED,CASH,50Tk
9965,Mirpur,1 items,DELIVERED,CASH,64Tk
9966,Gulshan/Banani,1 items,DELIVERED,CASH,495Tk
9967,Mirpur,1 items,DELIVERED,CASH,97Tk
9968,Mirpur,1 items,DELIVERED,CASH,112Tk
9969,Dhanmondi,1 items,DELIVERED,CASH,585Tk
9970,Mohammadpur,2 items,DELIVERED,CASH,123Tk
9971,Mohammadpur,1 items,DELIVERED,CASH,1160Tk
9972,Dhanmondi,1 items,DELIVERED,CASH,56Tk
9973,Mohammadpur,2 items,DELIVERED,CASH,527Tk
9974,Dhanmondi,1 items,DELIVERED,CASH,1040Tk
9975,Dhanmondi,1 items,DELIVERED,CASH,180Tk
9976,Mirpur,3 items,DELIVERED,CASH,178Tk
9977,Mirpur,3 items,DELIVERED,CASH,1020Tk
9978,Gulshan/Banani,1 items,DELIVERED,CARD,190Tk
9979,Mirpur,1 items,DELIVERED,CASH,119Tk
9980,Uttara,1 items,DELIVERED,CASH,117Tk
9981,Uttara,1 items,DELIVERED,CASH,117Tk
9982,Dhanmondi,1 items,DELIVERED,CASH,130Tk
9983,Dhanmondi,1 items,DELIVERED,CASH,800Tk
9984,Mohammadpur,2 items,DELIVERED,CASH,504Tk
9985,Mirpur,1 items,DELIVERED,CASH,182Tk
9986,Bashundhara,2 items,DELIVERED,CASH,100Tk
9987,Dhanmondi,1 items,DELIVERED,CASH,84Tk
9988,Dhanmondi,1 items,DELIVERED,CASH,70Tk
9989,Baily Road / Khilgaon,2 items,DELIVERED,CASH,770Tk
9990,Mohammadpur,1 items,DELIVERED,CASH,1400Tk
9991,Dhanmondi,3 items,DELIVERED,CASH,857Tk
9992,Mohammadpur,1 items,DELIVERED,CASH,133Tk
9993,Dhanmondi,1 items,DELIVERED,CASH,686Tk
9994,Mohammadpur,1 items,DELIVERED,CASH,195Tk
9995,Uttara,4 items,DELIVERED,CASH,489Tk
9996,Mohammadpur,1 items,DELIVERED,CASH,1550Tk
9997,Mirpur,1 items,DELIVERED,CASH,104Tk
9998,Dhanmondi,1 items,DELIVERED,CASH,630Tk
9999,Mohammadpur,1 items,DELIVERED,CASH,107Tk
10000,Dhanmondi,2 items,DELIVERED,CASH,731Tk
10001,Mirpur,1 items,DELIVERED,CASH,133Tk
10002,Bashundhara,1 items,DELIVERED,CASH,203Tk
10003,Gulshan/Banani,2 items,DELIVERED,CASH,200Tk
10004,Mohammadpur,2 items,DELIVERED,CASH,189Tk
10005,Mohammadpur,2 items,DELIVERED,CASH,123Tk
10006,Dhanmondi,2 items,DELIVERED,CASH,785Tk
10007,Dhanmondi,1 items,DELIVERED,CASH,70Tk
10008,Dhanmondi,2 items,DELIVERED,CASH,894Tk
10009,Mohammadpur,1 items,DELIVERED,CASH,56Tk
10010,Dhanmondi,1 items,DELIVERED,CASH,224Tk
10011,Dhanmondi,3 items,DELIVERED,CASH,490Tk
10012,Dhanmondi,1 items,DELIVERED,CASH,70Tk
10013,Mohammadpur,1 items,DELIVERED,CASH,154Tk
10014,Dhanmondi,4 items,DELIVERED,CASH,908Tk
10015,Dhanmondi,1 items,DELIVERED,CASH,169Tk
10016,Gulshan/Banani,1 items,DELIVERED,CASH,58Tk
10017,Dhanmondi,2 items,DELIVERED,CASH,623Tk
10018,Dhanmondi,1 items,DELIVERED,CASH,196Tk
10019,Gulshan/Banani,1 items,DELIVERED,CASH,336Tk
10020,Uttara,2 items,DELIVERED,CASH,198Tk
10021,Mirpur,2 items,DELIVERED,CASH,259Tk
10022,Dhanmondi,1 items,DELIVERED,CASH,70Tk
10023,Mohammadpur,1 items,DELIVERED,CASH,70Tk
10024,Dhanmondi,1 items,DELIVERED,CASH,378Tk
10025,Mohammadpur,2 items,DELIVERED,CASH,119Tk
10026,Dhanmondi,1 items,DELIVERED,CASH,52Tk
10027,Dhanmondi,3 items,DELIVERED,CASH,616Tk
10028,Gulshan/Banani,1 items,DELIVERED,CASH,123Tk
10029,Mirpur,1 items,DELIVERED,CASH,940Tk
10030,Mohammadpur,1 items,DELIVERED,CASH,105Tk
10031,Mirpur,2 items,DELIVERED,CASH,454Tk
10032,Mirpur,1 items,DELIVERED,CASH,91Tk
10033,Dhanmondi,1 items,DELIVERED,CASH,98Tk
10034,Dhanmondi,1 items,DELIVERED,CASH,84Tk
10035,Dhanmondi,1 items,DELIVERED,CASH,42Tk
10036,Dhanmondi,1 items,DELIVERED,CASH,134Tk
10037,Dhanmondi,3 items,DELIVERED,CASH,348Tk
10038,Uttara,2 items,DELIVERED,CASH,141Tk
10039,Mirpur,2 items,DELIVERED,CASH,470Tk
10040,Gulshan/Banani,3 items,DELIVERED,CASH,331Tk
10041,Baily Road / Khilgaon,1 items,DELIVERED,CASH,84Tk
10042,Baily Road / Khilgaon,1 items,DELIVERED,CASH,148Tk
10043,Dhanmondi,2 items,DELIVERED,CASH,840Tk
10044,Dhanmondi,2 items,DELIVERED,CASH,210Tk
10045,Mohammadpur,1 items,DELIVERED,CASH,70Tk
10046,Uttara,1 items,DELIVERED,CASH,153Tk
10047,Gulshan/Banani,1 items,DELIVERED,CASH,65Tk
10048,Gulshan/Banani,1 items,DELIVERED,CASH,56Tk
10049,Gulshan/Banani,1 items,DELIVERED,CASH,196Tk
10050,Dhanmondi,1 items,DELIVERED,CASH,80Tk
10051,Baily Road / Khilgaon,1 items,DELIVERED,CASH,385Tk
10052,Dhanmondi,1 items,DELIVERED,CASH,44Tk
10053,Dhanmondi,1 items,DELIVERED,CASH,420Tk
10054,Dhanmondi,1 items,DELIVERED,CASH,159Tk
10055,Dhanmondi,2 items,DELIVERED,CASH,131Tk
10056,Uttara,1 items,DELIVERED,CASH,146Tk
10057,Uttara,2 items,DELIVERED,CASH,206Tk
10058,Dhanmondi,2 items,DELIVERED,CASH,131Tk
10059,Uttara,3 items,DELIVERED,CASH,219Tk
10060,Dhanmondi,1 items,DELIVERED,CASH,572Tk
10061,Bashundhara,1 items,DELIVERED,CASH,560Tk
10062,Dhanmondi,2 items,DELIVERED,CASH,561Tk
10063,Baily Road / Khilgaon,1 items,DELIVERED,CASH,252Tk
10064,Gulshan/Banani,1 items,DELIVERED,CASH,70Tk
10065,Uttara,2 items,DELIVERED,CASH,669Tk
10066,Dhanmondi,2 items,DELIVERED,CASH,544Tk
10067,Dhanmondi,1 items,DELIVERED,CASH,260Tk
10068,Mirpur,1 items,DELIVERED,CASH,84Tk
10069,Mirpur,1 items,DELIVERED,CASH,84Tk
10070,Uttara,1 items,DELIVERED,CASH,86Tk
10071,Gulshan/Banani,1 items,DELIVERED,CARD,140Tk
10072,Gulshan/Banani,4 items,DELIVERED,CASH,279Tk
10073,Gulshan/Banani,6 items,DELIVERED,CASH,143Tk
10074,Uttara,1 items,DELIVERED,CASH,139Tk
10075,Uttara,1 items,DELIVERED,CASH,181Tk
10076,Dhanmondi,3 items,DELIVERED,CASH,820Tk
10077,Mirpur,2 items,DELIVERED,CASH,251Tk
10078,Uttara,2 items,DELIVERED,CASH,136Tk
10079,Mirpur,1 items,DELIVERED,CASH,247Tk
10080,Gulshan/Banani,1 items,DELIVERED,CASH,160Tk
10081,Dhanmondi,1 items,DELIVERED,CASH,252Tk
10082,Dhanmondi,1 items,DELIVERED,CASH,245Tk
10083,Dhanmondi,1 items,DELIVERED,CASH,378Tk
10084,Dhanmondi,3 items,DELIVERED,CASH,170Tk
10085,Dhanmondi,1 items,DELIVERED,CASH,156Tk
10086,Dhanmondi,3 items,DELIVERED,CASH,679Tk
10087,Uttara,2 items,DELIVERED,CASH,141Tk
10088,Mohammadpur,1 items,DELIVERED,CASH,175Tk
10089,Dhanmondi,2 items,DELIVERED,CASH,234Tk
10090,Dhanmondi,4 items,DELIVERED,CASH,525Tk
10091,Dhanmondi,2 items,DELIVERED,CASH,350Tk
10092,Dhanmondi,1 items,DELIVERED,CASH,70Tk
10093,Dhanmondi,2 items,DELIVERED,CASH,205Tk
10094,Dhanmondi,1 items,DELIVERED,CASH,35Tk
10095,Dhanmondi,1 items,DELIVERED,CASH,422Tk
10096,Dhanmondi,1 items,DELIVERED,CASH,117Tk
10097,Gulshan/Banani,3 items,DELIVERED,CASH,444Tk
10098,Dhanmondi,2 items,DELIVERED,CASH,299Tk
10099,Gulshan/Banani,1 items,DELIVERED,CASH,70Tk
10100,Dhanmondi,1 items,DELIVERED,CASH,60Tk
10101,Gulshan/Banani,1 items,DELIVERED,CASH,210Tk
10102,Dhanmondi,1 items,DELIVERED,CASH,112Tk
10103,Gulshan/Banani,3 items,DELIVERED,CASH,136Tk
10104,Dhanmondi,1 items,DELIVERED,CASH,117Tk
10105,Dhanmondi,1 items,DELIVERED,CASH,100Tk
10106,Dhanmondi,2 items,DELIVERED,CASH,441Tk
10107,Dhanmondi,1 items,DELIVERED,CASH,97Tk
10108,Dhanmondi,2 items,DELIVERED,CASH,390Tk
10109,Dhanmondi,2 items,DELIVERED,CASH,364Tk
10110,Dhanmondi,2 items,DELIVERED,CASH,476Tk
10111,Gulshan/Banani,1 items,DELIVERED,CASH,70Tk
10112,Dhanmondi,1 items,DELIVERED,CASH,42Tk
10113,Gulshan/Banani,2 items,DELIVERED,CASH,60Tk
10114,Gulshan/Banani,5 items,DELIVERED,CARD,1215Tk
10115,Dhanmondi,1 items,DELIVERED,CASH,476Tk
10116,Dhanmondi,3 items,DELIVERED,CASH,864Tk
10117,Dhanmondi,1 items,DELIVERED,CASH,700Tk
10118,Dhanmondi,2 items,DELIVERED,CASH,231Tk
10119,Dhanmondi,1 items,DELIVERED,CASH,71Tk
10120,Dhanmondi,1 items,DELIVERED,CASH,187Tk
10121,Gulshan/Banani,1 items,DELIVERED,CASH,849Tk
10122,Dhanmondi,1 items,DELIVERED,CASH,143Tk
10123,Gulshan/Banani,1 items,DELIVERED,CASH,149Tk
10124,Uttara,1 items,DELIVERED,CASH,181Tk
10125,Dhanmondi,2 items,DELIVERED,CASH,330Tk
10126,Dhanmondi,1 items,DELIVERED,CASH,150Tk
10127,Gulshan/Banani,1 items,DELIVERED,CASH,1036Tk
10128,Dhanmondi,1 items,DELIVERED,CASH,94Tk
10129,Uttara,2 items,DELIVERED,CASH,425Tk
10130,Dhanmondi,2 items,DELIVERED,CASH,241Tk
10131,Dhanmondi,1 items,DELIVERED,CASH,888Tk
10132,Bashundhara,1 items,DELIVERED,CASH,91Tk
10133,Dhanmondi,2 items,DELIVERED,CASH,168Tk
10134,Dhanmondi,1 items,DELIVERED,CASH,230Tk
10135,Gulshan/Banani,1 items,DELIVERED,CASH,133Tk
10136,Dhanmondi,1 items,DELIVERED,CASH,130Tk
10137,Uttara,1 items,DELIVERED,CASH,174Tk
10138,Gulshan/Banani,1 items,DELIVERED,CASH,210Tk
10139,Dhanmondi,2 items,DELIVERED,CASH,206Tk
10140,Dhanmondi,1 items,DELIVERED,CASH,420Tk
10141,Uttara,1 items,DELIVERED,CASH,842Tk
10142,Uttara,1 items,DELIVERED,CASH,95Tk
10143,Dhanmondi,1 items,DELIVERED,CASH,160Tk
10144,Dhanmondi,2 items,DELIVERED,CASH,201Tk
10145,Baily Road / Khilgaon,1 items,DELIVERED,CASH,105Tk
10146,Mirpur,1 items,DELIVERED,CASH,120Tk
10147,Dhanmondi,2 items,DELIVERED,CASH,302Tk
10148,Baily Road / Khilgaon,1 items,DELIVERED,CASH,450Tk
10149,Mirpur,1 items,DELIVERED,CASH,84Tk
10150,Bashundhara,1 items,DELIVERED,CASH,98Tk
10151,Mirpur,2 items,DELIVERED,CASH,241Tk
10152,Bashundhara,1 items,DELIVERED,CASH,63Tk
10153,Dhanmondi,1 items,DELIVERED,CASH,264Tk
10154,Chattogram,1 items,DELIVERED,CASH,169Tk
10155,Mirpur,3 items,DELIVERED,CASH,329Tk
10156,Dhanmondi,1 items,DELIVERED,CASH,91Tk
10157,Mohammadpur,1 items,DELIVERED,CASH,210Tk
10158,Dhanmondi,1 items,DELIVERED,CASH,84Tk
10159,Dhanmondi,2 items,DELIVERED,CASH,147Tk
10160,Dhanmondi,1 items,DELIVERED,CASH,640Tk
10161,Mirpur,2 items,DELIVERED,CASH,794Tk
10162,Mirpur,1 items,DELIVERED,CASH,49Tk
10163,Mohammadpur,1 items,DELIVERED,CASH,91Tk
10164,Bashundhara,1 items,DELIVERED,CASH,115Tk
10165,Bashundhara,2 items,DELIVERED,CASH,168Tk
10166,Baily Road / Khilgaon,1 items,DELIVERED,CASH,230Tk
10167,Baily Road / Khilgaon,2 items,DELIVERED,CASH,760Tk
10168,Wari,1 items,DELIVERED,CASH,91Tk
10169,Mohammadpur,1 items,DELIVERED,CASH,118Tk
10170,Uttara,2 items,DELIVERED,CASH,282Tk
10171,Baily Road / Khilgaon,1 items,DELIVERED,CASH,140Tk
10172,Dhanmondi,2 items,DELIVERED,CASH,171Tk
10173,Mirpur,1 items,DELIVERED,CASH,275Tk
10174,Bashundhara,1 items,DELIVERED,CASH,105Tk
10175,Mirpur,2 items,DELIVERED,CASH,167Tk
10176,Bashundhara,1 items,DELIVERED,CASH,252Tk
10177,Gulshan/Banani,1 items,DELIVERED,CASH,97Tk
10178,Mirpur,2 items,DELIVERED,CASH,378Tk
10179,Dhanmondi,1 items,DELIVERED,CASH,686Tk
10180,Mirpur,2 items,DELIVERED,CASH,370Tk
10181,Mirpur,2 items,DELIVERED,CASH,210Tk
10182,Uttara,1 items,DELIVERED,CASH,186Tk
10183,Mohammadpur,1 items,DELIVERED,CASH,455Tk
10184,Mirpur,2 items,DELIVERED,CASH,160Tk
10185,Mohammadpur,1 items,DELIVERED,CASH,650Tk
10186,Mirpur,1 items,DELIVERED,CASH,112Tk
10187,Mohammadpur,1 items,DELIVERED,CASH,536Tk
10188,Bashundhara,2 items,DELIVERED,CASH,947Tk
10189,Baily Road / Khilgaon,1 items,DELIVERED,CASH,94Tk
10190,Uttara,1 items,DELIVERED,CASH,272Tk
10191,Chattogram,1 items,DELIVERED,CASH,120Tk
10192,Mohammadpur,2 items,DELIVERED,CASH,795Tk
10193,Uttara,1 items,DELIVERED,CASH,149Tk
10194,Dhanmondi,3 items,DELIVERED,CASH,487Tk
10195,Chattogram,1 items,DELIVERED,CASH,595Tk
10196,Dhanmondi,1 items,DELIVERED,CASH,330Tk
10197,Baily Road / Khilgaon,1 items,DELIVERED,CARD,150Tk
10198,Bashundhara,1 items,DELIVERED,CASH,123Tk
10199,Gulshan/Banani,1 items,DELIVERED,CASH,112Tk
10200,Baily Road / Khilgaon,3 items,DELIVERED,CASH,900Tk
10201,Gulshan/Banani,1 items,DELIVERED,CASH,367Tk
10202,Mirpur,1 items,DELIVERED,CASH,525Tk
10203,Mirpur,1 items,DELIVERED,CASH,308Tk
10204,Mirpur,1 items,DELIVERED,CASH,126Tk
10205,Uttara,2 items,DELIVERED,CASH,667Tk
10206,Dhanmondi,1 items,DELIVERED,CASH,175Tk
10207,Bashundhara,2 items,DELIVERED,CASH,266Tk
10208,Baily Road / Khilgaon,1 items,DELIVERED,CASH,196Tk
10209,Dhanmondi,3 items,DELIVERED,CASH,503Tk
10210,Baily Road / Khilgaon,1 items,DELIVERED,CASH,176Tk
10211,Mohammadpur,2 items,DELIVERED,CASH,770Tk
10212,Gulshan/Banani,1 items,DELIVERED,CASH,70Tk
10213,Mirpur,2 items,DELIVERED,CASH,476Tk
10214,Dhanmondi,2 items,DELIVERED,CASH,658Tk
10215,Dhanmondi,1 items,DELIVERED,CASH,120Tk
10216,Mohammadpur,1 items,DELIVERED,CASH,140Tk
10217,Baily Road / Khilgaon,1 items,DELIVERED,CASH,765Tk
10218,Mirpur,2 items,DELIVERED,CASH,194Tk
10219,Mirpur,1 items,DELIVERED,CASH,64Tk
10220,Mirpur,1 items,DELIVERED,CASH,192Tk
10221,Baily Road / Khilgaon,1 items,DELIVERED,CASH,140Tk
10222,Mirpur,1 items,DELIVERED,CASH,110Tk
10223,Gulshan/Banani,1 items,DELIVERED,CASH,112Tk
10224,Dhanmondi,2 items,DELIVERED,CASH,385Tk
10225,Mohammadpur,3 items,DELIVERED,CASH,188Tk
10226,Mirpur,1 items,DELIVERED,CASH,52Tk
